"id";"user_id";"bike_id";"start_time";"end_time";"start_pos";"end_pos";"start_cost";"var_cost";"park_cost"
"736";"1043";"928";"2023-10-14 17:04";"2023-10-14 17:06";"[12.01166,57.71439]";"[12.01439,57.71562]";"10.00";"5.39";"100.00"
"737";"1992";"499";"2023-10-14 17:41";"2023-10-14 17:45";"[13.46056,59.37279]";"[13.46107,59.37066]";"10.00";"9.69";"100.00"
"738";"1490";"716";"2023-10-14 19:44";"2023-10-14 19:51";"[13.48113,59.37858]";"[13.4785,59.37729]";"10.00";"18.38";"100.00"
"739";"1491";"716";"2023-10-14 19:59";"2023-10-14 20:04";"[13.4785,59.37729]";"[13.48113,59.37858]";"10.00";"14.48";"100.00"
"740";"1454";"104";"2023-10-14 20:33";"2023-10-14 20:39";"[18.0295,59.33313]";"[18.02642,59.33489]";"10.00";"16.69";"100.00"
"741";"1178";"516";"2023-10-14 20:46";"2023-10-14 20:52";"[13.47707,59.38752]";"[13.474,59.39054]";"10.00";"16.94";"100.00"
"742";"1869";"3";"2023-10-14 20:52";"2023-10-14 20:57";"[18.05064,59.35379]";"[18.04733,59.35163]";"10.00";"13.08";"100.00"
"743";"1214";"46";"2023-10-14 21:23";"2023-10-14 21:32";"[18.03161,59.33103]";"[18.03362,59.33087]";"10.00";"25.32";"100.00"
"744";"1454";"104";"2023-10-14 21:30";"2023-10-14 21:36";"[18.02642,59.33489]";"[18.02436,59.33154]";"10.00";"15.89";"100.00"
"745";"1052";"580";"2023-10-14 21:31";"2023-10-14 21:39";"[13.51131,59.40267]";"[13.50666,59.4007]";"10.00";"23.10";"100.00"
"746";"1869";"3";"2023-10-14 21:34";"2023-10-14 21:38";"[18.04733,59.35163]";"[18.05345,59.35167]";"10.00";"9.88";"100.00"
"747";"1215";"46";"2023-10-14 21:37";"2023-10-14 21:43";"[18.03362,59.33087]";"[18.03116,59.32815]";"10.00";"17.80";"100.00"
"748";"1178";"516";"2023-10-14 21:41";"2023-10-14 21:42";"[13.474,59.39054]";"[13.47656,59.38986]";"10.00";"1.74";"100.00"
"749";"1216";"46";"2023-10-14 21:53";"2023-10-14 22:00";"[18.03116,59.32815]";"[18.03161,59.33103]";"10.00";"19.47";"100.00"
"750";"1580";"583";"2023-10-14 21:56";"2023-10-14 22:08";"[13.50295,59.38876]";"[13.50965,59.38529]";"10.00";"33.22";"100.00"
"751";"1178";"516";"2023-10-14 21:57";"2023-10-14 22:04";"[13.47656,59.38986]";"[13.47707,59.38752]";"10.00";"20.40";"100.00"
"752";"1052";"580";"2023-10-14 22:04";"2023-10-14 22:06";"[13.50666,59.4007]";"[13.51143,59.4]";"10.00";"5.69";"100.00"
"753";"1454";"104";"2023-10-14 22:16";"2023-10-14 22:21";"[18.02436,59.33154]";"[18.0295,59.33313]";"10.00";"14.64";"100.00"
"754";"1869";"3";"2023-10-14 22:30";"2023-10-14 22:37";"[18.05345,59.35167]";"[18.05064,59.35379]";"10.00";"18.36";"100.00"
"755";"1581";"583";"2023-10-14 22:43";"2023-10-14 22:47";"[13.50965,59.38529]";"[13.50601,59.38671]";"10.00";"11.21";"100.00"
"756";"1581";"583";"2023-10-14 22:53";"2023-10-14 22:57";"[13.50601,59.38671]";"[13.50295,59.38876]";"10.00";"11.22";"100.00"
"757";"1053";"580";"2023-10-14 22:55";"2023-10-14 22:59";"[13.51143,59.4]";"[13.51131,59.40267]";"10.00";"9.41";"100.00"
"758";"1123";"186";"2023-10-15 08:29";"2023-10-15 08:33";"[18.03019,59.34005]";"[18.03138,59.33924]";"10.00";"9.84";"100.00"
"759";"1123";"186";"2023-10-15 08:42";"2023-10-15 08:44";"[18.03138,59.33924]";"[18.02673,59.34031]";"10.00";"4.51";"100.00"
"760";"1124";"186";"2023-10-15 09:23";"2023-10-15 09:27";"[18.02673,59.34031]";"[18.03019,59.34005]";"10.00";"9.83";"100.00"
"761";"1551";"803";"2023-10-15 09:28";"2023-10-15 09:31";"[12.02199,57.71873]";"[12.01756,57.71788]";"10.00";"8.82";"100.00"
"762";"1859";"36";"2023-10-15 09:34";"2023-10-15 09:47";"[18.0271,59.33605]";"[18.01977,59.33898]";"10.00";"38.06";"100.00"
"763";"1421";"614";"2023-10-15 10:10";"2023-10-15 10:16";"[13.52274,59.40369]";"[13.52678,59.4075]";"10.00";"17.10";"100.00"
"764";"1859";"36";"2023-10-15 10:19";"2023-10-15 10:26";"[18.01977,59.33898]";"[18.02019,59.33642]";"10.00";"18.79";"100.00"
"765";"1552";"803";"2023-10-15 10:20";"2023-10-15 10:22";"[12.01756,57.71788]";"[12.02199,57.71873]";"10.00";"5.77";"100.00"
"766";"1421";"614";"2023-10-15 11:15";"2023-10-15 11:19";"[13.52678,59.4075]";"[13.52574,59.4057]";"10.00";"9.26";"100.00"
"767";"1860";"36";"2023-10-15 11:22";"2023-10-15 11:30";"[18.02019,59.33642]";"[18.0271,59.33605]";"10.00";"23.63";"100.00"
"768";"1422";"614";"2023-10-15 11:50";"2023-10-15 11:55";"[13.52574,59.4057]";"[13.52274,59.40369]";"10.00";"13.99";"100.00"
"769";"1672";"578";"2023-10-15 12:31";"2023-10-15 12:42";"[13.45864,59.37501]";"[13.45974,59.37903]";"10.00";"30.11";"100.00"
"770";"1087";"25";"2023-10-15 12:34";"2023-10-15 12:40";"[18.05593,59.34212]";"[18.04287,59.34435]";"10.00";"17.52";"100.00"
"771";"1088";"25";"2023-10-15 13:12";"2023-10-15 13:15";"[18.04287,59.34435]";"[18.04913,59.34307]";"10.00";"8.12";"100.00"
"772";"1826";"63";"2023-10-15 13:25";"2023-10-15 13:38";"[18.08657,59.31687]";"[18.08191,59.31064]";"10.00";"36.26";"100.00"
"773";"1673";"578";"2023-10-15 13:39";"2023-10-15 13:41";"[13.45974,59.37903]";"[13.45825,59.37626]";"10.00";"5.66";"100.00"
"774";"1089";"25";"2023-10-15 13:42";"2023-10-15 13:50";"[18.04913,59.34307]";"[18.05593,59.34212]";"10.00";"22.21";"100.00"
"775";"1827";"63";"2023-10-15 13:51";"2023-10-15 13:54";"[18.08191,59.31064]";"[18.08284,59.31414]";"10.00";"6.98";"100.00"
"776";"1802";"440";"2023-10-15 13:59";"2023-10-15 14:02";"[13.53056,59.3902]";"[13.53053,59.39084]";"10.00";"7.13";"100.00"
"777";"1673";"578";"2023-10-15 14:21";"2023-10-15 14:25";"[13.45825,59.37626]";"[13.45864,59.37501]";"10.00";"11.80";"100.00"
"778";"1828";"63";"2023-10-15 14:51";"2023-10-15 15:00";"[18.08284,59.31414]";"[18.08657,59.31687]";"10.00";"24.73";"100.00"
"779";"1803";"440";"2023-10-15 14:54";"2023-10-15 15:00";"[13.53053,59.39084]";"[13.52721,59.38882]";"10.00";"15.74";"100.00"
"780";"1804";"440";"2023-10-15 15:09";"2023-10-15 15:13";"[13.52721,59.38882]";"[13.53056,59.3902]";"10.00";"10.34";"100.00"
"781";"1254";"205";"2023-10-15 15:20";"2023-10-15 15:38";"[18.05699,59.33522]";"[18.05357,59.33323]";"10.00";"53.60";"100.00"
"782";"1061";"732";"2023-10-15 15:38";"2023-10-15 15:43";"[13.4685,59.37709]";"[13.46749,59.37658]";"10.00";"14.59";"100.00"
"783";"1075";"647";"2023-10-15 16:16";"2023-10-15 16:27";"[13.57038,59.40525]";"[13.56203,59.40741]";"10.00";"31.59";"100.00"
"784";"1062";"732";"2023-10-15 16:35";"2023-10-15 16:38";"[13.46749,59.37658]";"[13.47268,59.37685]";"10.00";"7.27";"100.00"
"785";"1255";"205";"2023-10-15 16:36";"2023-10-15 16:50";"[18.05357,59.33323]";"[18.05213,59.33608]";"10.00";"39.29";"100.00"
"786";"1075";"647";"2023-10-15 16:38";"2023-10-15 16:42";"[13.56203,59.40741]";"[13.5667,59.40629]";"10.00";"11.28";"100.00"
"787";"1116";"18";"2023-10-15 16:48";"2023-10-15 16:59";"[18.0653,59.31101]";"[18.05368,59.30945]";"10.00";"32.75";"100.00"
"788";"1062";"732";"2023-10-15 17:01";"2023-10-15 17:02";"[13.47268,59.37685]";"[13.4685,59.37709]";"10.00";"2.88";"100.00"
"789";"1117";"18";"2023-10-15 17:12";"2023-10-15 17:19";"[18.05368,59.30945]";"[18.05953,59.3117]";"10.00";"18.99";"100.00"
"790";"1256";"205";"2023-10-15 17:22";"2023-10-15 17:25";"[18.05213,59.33608]";"[18.05699,59.33522]";"10.00";"8.67";"100.00"
"791";"1997";"358";"2023-10-15 17:37";"2023-10-15 17:40";"[13.54486,59.40975]";"[13.54562,59.40903]";"10.00";"6.54";"100.00"
"792";"1076";"647";"2023-10-15 17:40";"2023-10-15 17:45";"[13.5667,59.40629]";"[13.57038,59.40525]";"10.00";"13.00";"100.00"
"793";"1997";"358";"2023-10-15 17:54";"2023-10-15 17:59";"[13.54562,59.40903]";"[13.54841,59.41077]";"10.00";"14.81";"100.00"
"794";"1117";"18";"2023-10-15 18:10";"2023-10-15 18:15";"[18.05953,59.3117]";"[18.0653,59.31101]";"10.00";"13.11";"100.00"
"795";"1589";"101";"2023-10-15 18:14";"2023-10-15 18:20";"[18.02564,59.34019]";"[18.03176,59.33994]";"10.00";"17.94";"100.00"
"796";"1998";"358";"2023-10-15 18:34";"2023-10-15 18:38";"[13.54841,59.41077]";"[13.54486,59.40975]";"10.00";"9.73";"100.00"
"797";"1589";"101";"2023-10-15 19:16";"2023-10-15 19:23";"[18.03176,59.33994]";"[18.02963,59.34265]";"10.00";"19.24";"100.00"
"798";"1109";"30";"2023-10-15 19:48";"2023-10-15 20:02";"[17.99804,59.3299]";"[18.00448,59.32553]";"10.00";"40.65";"100.00"
"799";"1589";"101";"2023-10-15 20:20";"2023-10-15 20:24";"[18.02963,59.34265]";"[18.02564,59.34019]";"10.00";"11.20";"100.00"
"800";"1110";"30";"2023-10-15 20:33";"2023-10-15 20:41";"[18.00448,59.32553]";"[18.00377,59.32826]";"10.00";"21.86";"100.00"
"801";"1542";"232";"2023-10-15 20:47";"2023-10-15 20:55";"[18.04572,59.34377]";"[18.04644,59.3429]";"10.00";"23.75";"100.00"
"802";"1543";"232";"2023-10-15 21:10";"2023-10-15 21:12";"[18.04644,59.3429]";"[18.04432,59.34127]";"10.00";"4.94";"100.00"
"803";"1110";"30";"2023-10-15 21:14";"2023-10-15 21:17";"[18.00377,59.32826]";"[17.99804,59.3299]";"10.00";"6.64";"100.00"
"804";"1543";"232";"2023-10-15 21:21";"2023-10-15 21:25";"[18.04432,59.34127]";"[18.04572,59.34377]";"10.00";"11.91";"100.00"
"805";"1901";"636";"2023-10-15 21:52";"2023-10-15 21:54";"[13.4607,59.37914]";"[13.45876,59.38051]";"10.00";"3.94";"100.00"
"806";"1902";"636";"2023-10-15 22:40";"2023-10-15 22:43";"[13.45876,59.38051]";"[13.4607,59.37914]";"10.00";"6.38";"100.00"
"807";"1761";"567";"2023-10-16 08:25";"2023-10-16 08:32";"[13.48363,59.41348]";"[13.48747,59.41342]";"10.00";"18.26";"100.00"
"808";"1096";"194";"2023-10-16 08:30";"2023-10-16 08:39";"[18.00611,59.33264]";"[18.00984,59.32953]";"10.00";"25.27";"100.00"
"809";"1543";"526";"2023-10-16 08:34";"2023-10-16 08:39";"[13.50133,59.37409]";"[13.49218,59.37421]";"10.00";"12.09";"100.00"
"810";"1544";"526";"2023-10-16 08:48";"2023-10-16 08:55";"[13.49218,59.37421]";"[13.49725,59.37367]";"10.00";"18.27";"100.00"
"811";"1097";"194";"2023-10-16 09:04";"2023-10-16 09:09";"[18.00984,59.32953]";"[18.00847,59.33138]";"10.00";"14.54";"100.00"
"812";"1762";"567";"2023-10-16 09:06";"2023-10-16 09:09";"[13.48747,59.41342]";"[13.48363,59.41348]";"10.00";"7.61";"100.00"
"813";"1545";"526";"2023-10-16 09:07";"2023-10-16 09:11";"[13.49725,59.37367]";"[13.50133,59.37409]";"10.00";"11.21";"100.00"
"814";"1098";"194";"2023-10-16 09:48";"2023-10-16 09:52";"[18.00847,59.33138]";"[18.00611,59.33264]";"10.00";"10.63";"100.00"
"815";"1539";"79";"2023-10-16 09:58";"2023-10-16 10:09";"[18.0917,59.33556]";"[18.08002,59.33574]";"10.00";"31.71";"100.00"
"816";"1539";"79";"2023-10-16 10:52";"2023-10-16 10:54";"[18.08002,59.33574]";"[18.08564,59.33612]";"10.00";"5.12";"100.00"
"817";"1539";"79";"2023-10-16 11:33";"2023-10-16 11:39";"[18.08564,59.33612]";"[18.0917,59.33556]";"10.00";"15.04";"100.00"
"818";"1968";"134";"2023-10-16 11:40";"2023-10-16 11:49";"[18.08291,59.34511]";"[18.08722,59.34128]";"10.00";"26.03";"100.00"
"819";"1969";"134";"2023-10-16 12:20";"2023-10-16 12:23";"[18.08722,59.34128]";"[18.08529,59.34331]";"10.00";"6.48";"100.00"
"820";"1993";"14";"2023-10-16 12:23";"2023-10-16 12:33";"[18.01344,59.34296]";"[18.00448,59.33962]";"10.00";"29.91";"100.00"
"821";"1297";"944";"2023-10-16 12:26";"2023-10-16 12:36";"[11.97592,57.70137]";"[11.97273,57.70309]";"10.00";"28.13";"100.00"
"822";"1970";"134";"2023-10-16 12:49";"2023-10-16 12:56";"[18.08529,59.34331]";"[18.08291,59.34511]";"10.00";"18.74";"100.00"
"823";"1790";"294";"2023-10-16 12:54";"2023-10-16 13:04";"[18.05738,59.34717]";"[18.05366,59.34589]";"10.00";"28.98";"100.00"
"824";"1297";"944";"2023-10-16 12:58";"2023-10-16 13:04";"[11.97273,57.70309]";"[11.97592,57.70137]";"10.00";"16.93";"100.00"
"825";"1993";"14";"2023-10-16 13:12";"2023-10-16 13:16";"[18.00448,59.33962]";"[18.00981,59.34021]";"10.00";"11.32";"100.00"
"826";"1506";"124";"2023-10-16 13:17";"2023-10-16 13:27";"[18.06502,59.33797]";"[18.07099,59.34148]";"10.00";"27.55";"100.00"
"827";"1993";"14";"2023-10-16 13:28";"2023-10-16 13:32";"[18.00981,59.34021]";"[18.01344,59.34296]";"10.00";"11.15";"100.00"
"828";"1790";"294";"2023-10-16 13:52";"2023-10-16 13:54";"[18.05366,59.34589]";"[18.05738,59.34717]";"10.00";"3.42";"100.00"
"829";"1507";"124";"2023-10-16 13:59";"2023-10-16 14:05";"[18.07099,59.34148]";"[18.06767,59.33964]";"10.00";"15.52";"100.00"
"830";"1508";"124";"2023-10-16 14:15";"2023-10-16 14:20";"[18.06767,59.33964]";"[18.06502,59.33797]";"10.00";"14.23";"100.00"
"831";"1896";"412";"2023-10-16 15:33";"2023-10-16 15:43";"[13.53337,59.40625]";"[13.53487,59.41049]";"10.00";"28.39";"100.00"
"832";"1741";"631";"2023-10-16 15:55";"2023-10-16 16:04";"[13.45681,59.39105]";"[13.45051,59.38888]";"10.00";"24.02";"100.00"
"833";"1905";"306";"2023-10-16 15:57";"2023-10-16 16:07";"[18.03957,59.34839]";"[18.03688,59.34863]";"10.00";"28.68";"100.00"
"834";"1742";"631";"2023-10-16 16:10";"2023-10-16 16:16";"[13.45051,59.38888]";"[13.45512,59.38913]";"10.00";"15.97";"100.00"
"835";"1559";"61";"2023-10-16 16:13";"2023-10-16 16:20";"[18.02569,59.33412]";"[18.02325,59.34057]";"10.00";"18.99";"100.00"
"836";"1906";"306";"2023-10-16 16:15";"2023-10-16 16:18";"[18.03688,59.34863]";"[18.03957,59.34839]";"10.00";"6.98";"100.00"
"837";"1897";"412";"2023-10-16 16:33";"2023-10-16 16:36";"[13.53487,59.41049]";"[13.53446,59.4088]";"10.00";"6.33";"100.00"
"838";"1765";"222";"2023-10-16 16:34";"2023-10-16 16:39";"[18.02606,59.35173]";"[18.03102,59.35263]";"10.00";"14.72";"100.00"
"839";"1439";"653";"2023-10-16 16:52";"2023-10-16 16:59";"[13.5477,59.41826]";"[13.54424,59.41846]";"10.00";"20.95";"100.00"
"840";"1743";"631";"2023-10-16 16:54";"2023-10-16 17:00";"[13.45512,59.38913]";"[13.45681,59.39105]";"10.00";"15.51";"100.00"
"841";"1897";"412";"2023-10-16 16:54";"2023-10-16 17:00";"[13.53446,59.4088]";"[13.53337,59.40625]";"10.00";"15.96";"100.00"
"842";"1559";"61";"2023-10-16 16:58";"2023-10-16 17:03";"[18.02325,59.34057]";"[18.02429,59.33721]";"10.00";"12.04";"100.00"
"843";"1766";"222";"2023-10-16 17:06";"2023-10-16 17:09";"[18.03102,59.35263]";"[18.02943,59.35055]";"10.00";"6.24";"100.00"
"844";"1440";"653";"2023-10-16 17:11";"2023-10-16 17:17";"[13.54424,59.41846]";"[13.5477,59.41826]";"10.00";"16.84";"100.00"
"845";"1626";"693";"2023-10-16 17:11";"2023-10-16 17:14";"[13.51348,59.39111]";"[13.51847,59.38879]";"10.00";"7.77";"100.00"
"846";"1536";"781";"2023-10-16 17:15";"2023-10-16 17:23";"[11.93712,57.70537]";"[11.93736,57.70633]";"10.00";"23.69";"100.00"
"847";"1627";"693";"2023-10-16 17:24";"2023-10-16 17:27";"[13.51847,59.38879]";"[13.51808,59.39118]";"10.00";"7.46";"100.00"
"848";"1657";"272";"2023-10-16 17:30";"2023-10-16 17:36";"[18.04969,59.3495]";"[18.05356,59.34538]";"10.00";"17.34";"100.00"
"849";"1330";"819";"2023-10-16 17:32";"2023-10-16 17:37";"[11.9497,57.71908]";"[11.94688,57.71524]";"10.00";"14.50";"100.00"
"850";"1537";"781";"2023-10-16 17:33";"2023-10-16 17:37";"[11.93736,57.70633]";"[11.94093,57.7046]";"10.00";"11.66";"100.00"
"851";"1703";"296";"2023-10-16 17:39";"2023-10-16 17:51";"[18.00598,59.33193]";"[18.00615,59.33135]";"10.00";"34.25";"100.00"
"852";"1538";"781";"2023-10-16 17:42";"2023-10-16 17:49";"[11.94093,57.7046]";"[11.93712,57.70537]";"10.00";"19.84";"100.00"
"853";"1481";"316";"2023-10-16 17:44";"2023-10-16 17:53";"[18.00149,59.32864]";"[18.00604,59.33077]";"10.00";"26.41";"100.00"
"854";"1559";"61";"2023-10-16 17:48";"2023-10-16 17:52";"[18.02429,59.33721]";"[18.02569,59.33412]";"10.00";"11.76";"100.00"
"855";"1627";"693";"2023-10-16 17:52";"2023-10-16 17:58";"[13.51808,59.39118]";"[13.51348,59.39111]";"10.00";"17.31";"100.00"
"856";"1704";"296";"2023-10-16 18:06";"2023-10-16 18:09";"[18.00615,59.33135]";"[18.00672,59.32936]";"10.00";"8.67";"100.00"
"857";"1767";"222";"2023-10-16 18:06";"2023-10-16 18:09";"[18.02943,59.35055]";"[18.02606,59.35173]";"10.00";"8.03";"100.00"
"858";"1481";"316";"2023-10-16 18:26";"2023-10-16 18:31";"[18.00604,59.33077]";"[18.00317,59.3286]";"10.00";"14.59";"100.00"
"859";"1922";"72";"2023-10-16 18:26";"2023-10-16 18:32";"[18.07859,59.31283]";"[18.06925,59.31616]";"10.00";"16.04";"100.00"
"860";"1330";"819";"2023-10-16 18:29";"2023-10-16 18:35";"[11.94688,57.71524]";"[11.94861,57.71708]";"10.00";"15.47";"100.00"
"861";"1658";"272";"2023-10-16 18:31";"2023-10-16 18:36";"[18.05356,59.34538]";"[18.0514,59.34785]";"10.00";"12.07";"100.00"
"862";"1481";"316";"2023-10-16 18:36";"2023-10-16 18:38";"[18.00317,59.3286]";"[18.00149,59.32864]";"10.00";"4.77";"100.00"
"863";"1903";"626";"2023-10-16 18:40";"2023-10-16 18:49";"[13.51694,59.38972]";"[13.51194,59.38532]";"10.00";"26.58";"100.00"
"864";"1923";"72";"2023-10-16 18:41";"2023-10-16 18:43";"[18.06925,59.31616]";"[18.07504,59.31548]";"10.00";"5.24";"100.00"
"865";"1704";"296";"2023-10-16 18:46";"2023-10-16 18:50";"[18.00672,59.32936]";"[18.00598,59.33193]";"10.00";"10.88";"100.00"
"866";"1658";"272";"2023-10-16 18:50";"2023-10-16 18:55";"[18.0514,59.34785]";"[18.04969,59.3495]";"10.00";"14.07";"100.00"
"867";"1495";"13";"2023-10-16 18:52";"2023-10-16 18:58";"[18.02233,59.32982]";"[18.02125,59.33281]";"10.00";"15.67";"100.00"
"868";"1904";"626";"2023-10-16 19:25";"2023-10-16 19:27";"[13.51194,59.38532]";"[13.51364,59.388]";"10.00";"4.09";"100.00"
"869";"1923";"72";"2023-10-16 19:27";"2023-10-16 19:29";"[18.07504,59.31548]";"[18.07859,59.31283]";"10.00";"4.15";"100.00"
"870";"1330";"819";"2023-10-16 19:30";"2023-10-16 19:32";"[11.94861,57.71708]";"[11.9497,57.71908]";"10.00";"4.23";"100.00"
"871";"1335";"157";"2023-10-16 19:30";"2023-10-16 19:41";"[18.03595,59.33476]";"[18.04542,59.33356]";"10.00";"31.25";"100.00"
"872";"1370";"274";"2023-10-16 19:42";"2023-10-16 19:46";"[18.02098,59.32927]";"[18.02226,59.3309]";"10.00";"10.75";"100.00"
"873";"1867";"10";"2023-10-16 19:47";"2023-10-16 19:57";"[18.05238,59.3201]";"[18.04228,59.31844]";"10.00";"29.68";"100.00"
"874";"1904";"626";"2023-10-16 19:54";"2023-10-16 19:57";"[13.51364,59.388]";"[13.51694,59.38972]";"10.00";"6.29";"100.00"
"875";"1495";"13";"2023-10-16 19:55";"2023-10-16 20:00";"[18.02125,59.33281]";"[18.02652,59.33215]";"10.00";"14.76";"100.00"
"876";"1336";"157";"2023-10-16 20:06";"2023-10-16 20:13";"[18.04542,59.33356]";"[18.04151,59.33425]";"10.00";"18.23";"100.00"
"877";"1370";"274";"2023-10-16 20:14";"2023-10-16 20:18";"[18.02226,59.3309]";"[18.02098,59.32927]";"10.00";"11.10";"100.00"
"878";"1496";"13";"2023-10-16 20:21";"2023-10-16 20:26";"[18.02652,59.33215]";"[18.02233,59.32982]";"10.00";"13.72";"100.00"
"879";"1677";"237";"2023-10-16 20:33";"2023-10-16 20:42";"[18.02265,59.34887]";"[18.02188,59.34697]";"10.00";"26.62";"100.00"
"880";"1868";"10";"2023-10-16 20:44";"2023-10-16 20:48";"[18.04228,59.31844]";"[18.04865,59.31722]";"10.00";"10.32";"100.00"
"881";"1868";"10";"2023-10-16 20:56";"2023-10-16 21:01";"[18.04865,59.31722]";"[18.05238,59.3201]";"10.00";"12.16";"100.00"
"882";"1337";"157";"2023-10-16 21:08";"2023-10-16 21:11";"[18.04151,59.33425]";"[18.03595,59.33476]";"10.00";"7.02";"100.00"
"883";"1430";"140";"2023-10-16 21:23";"2023-10-16 21:36";"[18.01064,59.33206]";"[18.00888,59.33717]";"10.00";"36.44";"100.00"
"884";"1984";"489";"2023-10-16 21:28";"2023-10-16 21:39";"[13.52234,59.38046]";"[13.5223,59.37747]";"10.00";"30.17";"100.00"
"885";"1677";"237";"2023-10-16 21:31";"2023-10-16 21:34";"[18.02188,59.34697]";"[18.02265,59.34887]";"10.00";"8.57";"100.00"
"886";"1032";"967";"2023-10-16 21:32";"2023-10-16 21:43";"[12.01563,57.72551]";"[12.01969,57.72599]";"10.00";"32.55";"100.00"
"887";"1558";"862";"2023-10-16 21:32";"2023-10-16 21:41";"[11.91642,57.70623]";"[11.91517,57.70822]";"10.00";"24.34";"100.00"
"888";"1430";"140";"2023-10-16 21:44";"2023-10-16 21:52";"[18.00888,59.33717]";"[18.01186,59.33454]";"10.00";"22.08";"100.00"
"889";"1984";"489";"2023-10-16 22:17";"2023-10-16 22:23";"[13.5223,59.37747]";"[13.51942,59.37874]";"10.00";"16.48";"100.00"
"890";"1559";"862";"2023-10-16 22:30";"2023-10-16 22:37";"[11.91517,57.70822]";"[11.91642,57.70623]";"10.00";"18.29";"100.00"
"891";"1032";"967";"2023-10-16 22:36";"2023-10-16 22:40";"[12.01969,57.72599]";"[12.01563,57.72551]";"10.00";"11.00";"100.00"
"892";"1431";"140";"2023-10-16 22:48";"2023-10-16 22:50";"[18.01186,59.33454]";"[18.01064,59.33206]";"10.00";"5.91";"100.00"
"893";"1984";"489";"2023-10-16 23:02";"2023-10-16 23:06";"[13.51942,59.37874]";"[13.52234,59.38046]";"10.00";"11.58";"100.00"
"894";"1001";"505";"2023-10-17 08:34";"2023-10-17 08:36";"[13.56172,59.41498]";"[13.56401,59.4154]";"10.00";"4.88";"100.00"
"895";"1002";"505";"2023-10-17 08:48";"2023-10-17 08:54";"[13.56401,59.4154]";"[13.56172,59.41498]";"10.00";"16.09";"100.00"
"896";"1811";"521";"2023-10-17 08:58";"2023-10-17 09:01";"[13.4869,59.3721]";"[13.4887,59.37009]";"10.00";"6.19";"100.00"
"897";"1877";"469";"2023-10-17 09:25";"2023-10-17 09:29";"[13.53896,59.39892]";"[13.542,59.39854]";"10.00";"10.18";"100.00"
"898";"1992";"713";"2023-10-17 09:25";"2023-10-17 09:36";"[13.51629,59.39351]";"[13.51617,59.39312]";"10.00";"30.15";"100.00"
"899";"1645";"105";"2023-10-17 09:39";"2023-10-17 09:51";"[18.03838,59.32195]";"[18.04178,59.32061]";"10.00";"35.63";"100.00"
"900";"2008";"4";"2023-10-17 09:39";"2023-10-17 09:59";"[18.05015,59.32663]";"[18.05893,59.32131]";"10.00";"58.98";"100.00"
"901";"1812";"521";"2023-10-17 09:59";"2023-10-17 10:01";"[13.4887,59.37009]";"[13.4901,59.37163]";"10.00";"3.70";"100.00"
"902";"1878";"469";"2023-10-17 10:04";"2023-10-17 10:10";"[13.542,59.39854]";"[13.53797,59.39672]";"10.00";"16.77";"100.00"
"903";"1992";"713";"2023-10-17 10:28";"2023-10-17 10:34";"[13.51617,59.39312]";"[13.51846,59.39116]";"10.00";"17.83";"100.00"
"904";"1879";"469";"2023-10-17 10:34";"2023-10-17 10:38";"[13.53797,59.39672]";"[13.53896,59.39892]";"10.00";"11.36";"100.00"
"905";"1812";"521";"2023-10-17 10:41";"2023-10-17 10:44";"[13.4901,59.37163]";"[13.4869,59.3721]";"10.00";"8.79";"100.00"
"906";"2008";"4";"2023-10-17 10:44";"2023-10-17 10:53";"[18.05893,59.32131]";"[18.06113,59.32561]";"10.00";"25.20";"100.00"
"907";"1646";"105";"2023-10-17 10:49";"2023-10-17 10:58";"[18.04178,59.32061]";"[18.03514,59.32282]";"10.00";"26.69";"100.00"
"908";"1442";"1028";"2023-10-17 11:14";"2023-10-17 11:21";"[11.9236,57.69205]";"[11.92971,57.69525]";"10.00";"19.64";"100.00"
"909";"1992";"713";"2023-10-17 11:16";"2023-10-17 11:20";"[13.51846,59.39116]";"[13.51629,59.39351]";"10.00";"11.52";"100.00"
"910";"1161";"573";"2023-10-17 11:24";"2023-10-17 11:27";"[13.46092,59.37053]";"[13.45925,59.37116]";"10.00";"7.33";"100.00"
"911";"1646";"105";"2023-10-17 11:26";"2023-10-17 11:31";"[18.03514,59.32282]";"[18.03838,59.32195]";"10.00";"14.03";"100.00"
"912";"2009";"4";"2023-10-17 11:31";"2023-10-17 11:40";"[18.06113,59.32561]";"[18.05015,59.32663]";"10.00";"26.49";"100.00"
"913";"1442";"1028";"2023-10-17 11:53";"2023-10-17 11:56";"[11.92971,57.69525]";"[11.92615,57.69386]";"10.00";"7.20";"100.00"
"914";"1442";"1028";"2023-10-17 12:08";"2023-10-17 12:14";"[11.92615,57.69386]";"[11.9236,57.69205]";"10.00";"16.80";"100.00"
"915";"1162";"573";"2023-10-17 12:22";"2023-10-17 12:27";"[13.45925,59.37116]";"[13.46062,59.37292]";"10.00";"13.68";"100.00"
"916";"1173";"847";"2023-10-17 12:26";"2023-10-17 12:31";"[11.98739,57.72964]";"[11.98911,57.73029]";"10.00";"13.03";"100.00"
"917";"1849";"535";"2023-10-17 12:56";"2023-10-17 13:04";"[13.5443,59.41281]";"[13.54592,59.41695]";"10.00";"23.02";"100.00"
"918";"1173";"847";"2023-10-17 13:00";"2023-10-17 13:06";"[11.98911,57.73029]";"[11.98413,57.73059]";"10.00";"15.43";"100.00"
